topic_id,0,1,2,3,4,5,6,7,8,doc_weight_sum,label,term_freq,ALCIBIADES I,ALCIBIADES II,APOLOGY,CHARMIDES,CRATYLUS,CRITIAS,CRITO,ERYXIAS,EUTHYDEMUS,EUTHYPHRO,GORGIAS,ION,LACHES,LAWS,LESSER HIPPIAS,LYSIS,MENEXENUS,MENO,PARMENIDES,PHAEDO,PHAEDRUS,PHILEBUS,PROTAGORAS,SOPHIST,STATESMAN,SYMPOSIUM,THE REPUBLIC,THEAETETUS,TIMAEUS,title,short_label,p
T00,true,socrates,knowledge,pleasures,parts,inference,kind,pains,times,969.1197997150376,"T00 true, socrates, knowledge, pleasures, parts, inference, kind, pains, times",0.028557571337021873,0.07537789369413311,0.052907069850921556,0.016419209463515605,0.05666124268588074,0.056023283109355955,0.022027871491838946,0.040294158900546065,0.041690479134069376,0.03446800176235948,0.060224599598093655,0.06168957377203854,0.07924221496527409,0.06761504549005803,0.051124212189899036,0.07630544009731509,0.05846117743316251,0.02452552983208148,0.060106713456804566,0.09883418317792093,0.04890787895122508,0.06658716621291252,0.09902907878714932,0.039181801677057884,0.0610072752731528,0.054331240133144505,0.04594108558712426,0.056404477024764546,0.06481851763735862,0.016481401821369843,PHILEBUS,T00\nsocrates knowledge pleasures\nparts inference kind pains,0.06844692952858382
T01,reason,wise,means,man,desires,soul,best,sort,art,746.5729172924343,"T01 reason, wise, means, man, desires, soul, best, sort, art",0.03282783520449464,0.05801385644493892,0.0478550326237288,0.01672824390279796,0.03137175527258628,0.03878026671267712,0.009330662424914852,0.06724722055120345,0.03910121935916134,0.047133518694687196,0.06238419959134528,0.07886130913280126,0.05613315500584621,0.07397131535726006,0.046309228870481334,0.0735074168107772,0.03980960250290787,0.030186908413221063,0.02478505125535925,0.03010111558221032,0.042900345657486905,0.05022866939638915,0.037636179161159904,0.05030946150456008,0.040028804897362776,0.04507377572223589,0.06572140537426363,0.05360925459501965,0.034800917251325274,0.013807861173293096,GORGIAS,T01\nwise means man\ndesires soul best sort,0.04661139496770462
T02,earth,way,water,things,air,body,nature,animals,parts,636.6982362501818,"T02 earth, way, water, things, air, body, nature, animals, parts",0.058541570223584534,0.030432598558974785,0.019988812282394932,0.012481461705457504,0.03296057699315425,0.040551700423292494,0.2496474972967528,0.04665225956456667,0.023902197886724503,0.034443879009303256,0.02506163791630782,0.02792971839142198,0.04141804795808343,0.017978792585763827,0.03801391128222313,0.018524021915175798,0.03376743149051255,0.014130767113150177,0.032300161311739885,0.05362190113372197,0.04204380498818541,0.04520194210880912,0.04506162026298478,0.028895194925462338,0.03863703003430727,0.05432692026477645,0.04730077521281958,0.035771902839793646,0.03199175309661844,0.17187186786489017,CRITIAS,T02\nway water things\nair body nature animals,0.03509110189916129
T03,wisdom,evil,science,man,good,temperance,ignorance,law,friend,693.3836785665652,"T03 wisdom, evil, science, man, good, temperance, ignorance, law, friend",0.03809234142731129,0.04506254779134634,0.05436464436063686,0.10233241410668187,0.1331251476166022,0.027459580167373772,0.003726091291308979,0.04752181942149017,0.07539339475553447,0.05542705541954211,0.0516570291296113,0.04585178435742697,0.029213918239140657,0.04987201870809902,0.04028326755643706,0.0394479910694959,0.065884689254442,0.026014665600650497,0.04859983789589028,0.02994474798136682,0.023707145031814654,0.028360757016111942,0.05580557907557332,0.06974733359287477,0.03193926857916779,0.06392430741907415,0.04330380928441567,0.03961926054389446,0.030517440107472288,0.011314689252163756,CHARMIDES,T03\nevil science man\ngood temperance ignorance law,0.039766702014846236
T04,pleasure,pain,truth,point,friend,place,sort,pleasure pain,doubt,889.3883355105679,"T04 pleasure, pain, truth, point, friend, place, sort, pleasure pain, doubt",0.0464423622947183,0.04563214020621023,0.03599351830506591,0.06145193994323093,0.04774253494415873,0.05003514045765997,0.02128236629355489,0.03916320786370348,0.023049910579594313,0.041289213745534944,0.05099459742084604,0.07181158542127793,0.03288627486135706,0.05836846019698174,0.05387828144796003,0.04346893720353438,0.07345534200588787,0.026547084949327615,0.04030449406558323,0.04897915283922339,0.04681736342047509,0.05572196598194931,0.11825152318290887,0.06241713660577307,0.05395666920298556,0.04863825842975828,0.052242744703135176,0.05440543556232641,0.05591118681082678,0.029400943459443548,PHILEBUS,T04\npain truth point\nfriend place sort pleasure pain,0.05851730454063434
T05,things,theaetetus,idea,class,form,opinion,definition,thing,names,1000.8741560013805,"T05 things, theaetetus, idea, class, form, opinion, definition, thing, names",0.04422330011221191,0.04786772047546399,0.03557209723648733,0.02130253125761285,0.07238013943930414,0.10117016398222929,0.014641468667153058,0.03395739306936128,0.061448712740805114,0.0804840277711043,0.048436031394725285,0.03836449543155753,0.04730687421104016,0.057546754454258386,0.042283465445859654,0.0719432825098737,0.046056889236742525,0.016563464378952595,0.04131009316604726,0.08395224221316824,0.06091641772023806,0.04716231961195134,0.09242013018478507,0.058392305132032155,0.1165027307898022,0.0593355153454763,0.023880247135981695,0.0484734038710833,0.1108006045516482,0.04056866871410564,SOPHIST,T05\ntheaetetus idea class\nform opinion definition thing,0.07100163887014364
T06,opinion,motion,nature,world,things,soul,word,mind,existence,922.1720341188752,"T06 opinion, motion, nature, world, things, soul, word, mind, existence",0.08184498507080422,0.035535221693051906,0.0816774043716759,0.03455255930681369,0.038467787364429906,0.10300817958978642,0.02909910924967596,0.06739483510861706,0.042050803665113025,0.04550323367185335,0.03800135629008571,0.03053217465217875,0.03689790654346396,0.04499895220618046,0.05018706666620273,0.03738686460960488,0.027097692065972057,0.0269512798449939,0.040162010063266904,0.058362866281542324,0.05762756942865514,0.068883271336861,0.05709104322671774,0.042923650861284246,0.08777769024078358,0.04781769331082706,0.05310599407263146,0.04458136744175723,0.11999459835021786,0.23428565256183506,TIMAEUS,T06\nmotion nature world\nthings soul word mind,0.06005977055817989
T07,laws,nature,state,rulers,law,class,guardians,art,city,692.4311416874483,"T07 laws, nature, state, rulers, law, class, guardians, art, city",0.04495041002146483,0.048354135068910405,0.03980890199084838,0.049538599988408025,0.02937778513865159,0.03165481382442503,0.05332475075576659,0.03018480582030692,0.037699847361126075,0.03597499189077546,0.036467942114203206,0.044630777199289186,0.03451265078221794,0.03159936631561982,0.05915447739181093,0.02255261066224755,0.034323893829623614,0.062063919060283156,0.08466253323670914,0.043653124999906125,0.019190012907766722,0.04001857511810108,0.02818205332290749,0.03802584956562173,0.04122297545265864,0.06655792577207653,0.025908523034890885,0.049443100616144785,0.024155878727842136,0.025025893315012506,MENO,T07\nnature state rulers\nlaw class guardians art,0.03923647932131495
T08,certainly,body,man,state,case,soul,matter,said,power,827.3180996574417,"T08 certainly, body, man, state, case, soul, matter, said, power",0.03878304038525139,0.06896123417635158,0.05876961671010846,0.03304260503443533,0.05230111642884103,0.03696428033946517,0.008351898249320552,0.034253363287199946,0.057051666439034164,0.046858037784804615,0.03774992965818556,0.07104961497821312,0.03334339886675563,0.038532876428858255,0.047754132915797824,0.08373035426199993,0.05339994306818178,0.044224629586554605,0.033830071925442205,0.07702386300365961,0.05404611663434764,0.06902711055161662,0.03812194013252943,0.052069307903658595,0.03879600232094683,0.04032194331052342,0.04439423331159908,0.05801755689605809,0.040565510172083076,0.010882103605672747,LESSER HIPPIAS,T08\nbody man state\ncase soul matter said,0.05234744047045214
T09,knowledge,virtue,courage,man,rest,nature,thing,sun,principle,768.2545438739721,"T09 knowledge, virtue, courage, man, rest, nature, thing, sun, principle",0.04889936460695044,0.055245229410084785,0.050092991664209524,0.05060590525612528,0.06596100598266215,0.04807238311786563,0.03588851544488128,0.020259835682160613,0.040637813157982615,0.04368585283504615,0.03330043828872067,0.029139242641544584,0.05334837259811139,0.1520677497169461,0.03704239126727984,0.043155518964217446,0.03696789602461073,0.041205633888079046,0.13892238208673274,0.03956931822810781,0.06857775322300545,0.02452445075169476,0.03215837484537706,0.07001747787729028,0.03637030111832248,0.04598883040643351,0.019474091883338165,0.04530271224030985,0.06721684937619916,0.0645254940957859,LACHES,T09\nvirtue courage man\nrest nature thing sun,0.04680420321989781
T10,words,men,education,music,impossible,mind,man,way,law,683.587284201931,"T10 words, men, education, music, impossible, mind, man, way, law",0.05310255375632494,0.04544710871154018,0.039380027001089404,0.07245192140715707,0.02343583717263264,0.03218878478277485,0.01524869554000039,0.04831664824819726,0.026534295065190457,0.04791216684513457,0.02936534348153433,0.0375584402232997,0.11548522381400081,0.03788763411858235,0.06477440255723858,0.0624285060624778,0.04659295631842969,0.07973677935378724,0.035936870932800305,0.04063870032221636,0.03303050193761149,0.050010274026749034,0.03016943299713423,0.05007151521179455,0.03339676004123923,0.030951237897105927,0.05631105144032609,0.04372529976539959,0.03532946988325227,0.04190079991700103,ION,T10\nmen education music\nimpossible mind man way,0.03875445869083197
T11,art,good,arts,medicine,sort,thing,health,science,question,820.4676543570536,"T11 art, good, arts, medicine, sort, thing, health, science, question",0.039194211371436354,0.059853095130151614,0.051522483881895655,0.014733169428808118,0.08154329705324957,0.050515611944225824,0.0037260912946081417,0.024943449120167095,0.06179698663617118,0.059840295108878075,0.05875253646639192,0.06232823871465736,0.1877147112605078,0.05049017973874769,0.03929299323096942,0.044596001146577004,0.06268367557472768,0.023420946409705247,0.04864120149091879,0.034940569591563046,0.023650785778333485,0.06796232036004925,0.04567606666712773,0.03887393992703947,0.07424924073136899,0.10901250004314669,0.0545364949188029,0.042481054754258826,0.04985325360789335,0.00806918666523546,ION,T11\ngood arts medicine\nsort thing health science,0.053022269353128315
